"Zeitstempel","Geschlecht","Wie alt sind Sie?","Bitte wählen Sie Ihre höchste abgeschlossene Ausbildung","In welcher Branche sind Sie tätig?","Wo wohnen Sie?","Was beschreibt Ihre Ernährung am besten?","Essen Sie Leberkäse (auch vegetarisch/vegan)?","Wie oft essen Sie Leberkäse?","Was ist Ihre Lieblingssorte?","Wie spontan entscheiden Sie sich, Leberkäse zu kaufen?","Warum essen Sie keinen Leberkäse?","Essen Sie gerne Essen mit spürbarer Schärfe?","Wie scharf essen Sie normalerweise?","Mögen Sie Essen aus den folgenden kulinarischen Regionen?","Wie oft im Jahr kaufen Sie online Kleidung? (für sich selbst)","Ist es schon einmal vorgekommen, dass Ihnen die Größe eines Artikels (Kleidung) bei einer Bestellung nicht gepasst hat?","In wie vielen Größen bestellen Sie den selben Artikel (um garantiert eine passende Größe zu erhalten)?","Wie viele Artikel kaufen Sie circa in einem Jahr?","Wie viele Artikel werden von Ihnen circa zurückgesendet?","An wie vielen Tagen in der Woche verwenden Sie öffentliche Verkehrsmittel?","Welche öffentliche(n) Verkehrsmittel verwenden Sie?","Wofür verwenden Sie öffentliche Verkehrsmittel?","Welche Aspekte könnte man verbessern, damit Sie öfter öffentliche Verkehrsmittel verwenden?","Zahlen Sie persönlich Fixkosten für das Wohnen? (Miete/Kredit)"," Sie können Ihre Grundbedürfnisse...","Haben Sie seit den Teuerungen Ihr Kaufverhalten verändert?","Wie sieht Ihre Wohnsituation aus?","Gehen Sie seit der Teuerung weniger oft essen?","Kaufen Sie seit der Teuerung weniger Luxusartikel? Denken Sie hier an Güter, die Sie nicht benötigen, um Ihre Grundbedürfnisse zu decken, wie z.B. Kleidung, Accessoires, elektronische Geräte, … ","Teil 1: Wie ist Ihre politische Einstellung?","Teil 2: Wie ist Ihre politische Einstellung?"
"2023/03/29 8:31:26 AM OEZ","Männlich","20 - 29","Matura/Abitur","Software & IT-Services","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse","oft geplant","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","einmal im Jahr","Ja","in einer Größe","5","2","7 Tage","Bus;Zug;Straßenbahn;U-Bahn","Beides","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken.","Ja","WG oder Studentenheim","Ja","Ja","1","1"
"2023/03/29 8:33:08 AM OEZ","Männlich","20 - 29","Matura/Abitur","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","Wurde noch nie zum Kauf angeboten ","Ja","3","Italienisch;Österreichisch;Chinesisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","6","1","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken und Geld ansparen.","Ja","Miete","Ja","Ja","2","3"
"2023/03/29 8:33:37 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Hardware & Networking","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal pro Woche","Käse","meistens geplant","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","speziell zu Sales und Abverkäufen","Ja","in einer Größe","100","20","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Nein","Ja","3","3"
"2023/03/29 8:34:28 AM OEZ","Männlich","20 - 29","Matura/Abitur","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch","einmal im Jahr","Ja","in einer Größe","5","2","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Ja","Eigentum","Ja","Ja","3","3"
"2023/03/29 8:36:44 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Immobilien","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Pikant","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","2","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Ja","Miete","Ja","Nein","5","4"
"2023/03/29 8:41:05 AM OEZ","Weiblich","20 - 29","Weiterführende Schule ohne Matura","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","Manchmal ","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Thailändisch;Griechisch ","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","4","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Zu Fuß ist bei uns auch alles möglich, oder eine Fahrgemeinschaft ","Ja","...decken und Geld ansparen.","Ja","Miete","Nein","Nein","3","3"
"2023/03/29 8:42:40 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","oft geplant","","Nein","","Italienisch;Österreichisch;Chinesisch","einmal im Jahr","Ja","in einer Größe","5","2","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Nein","Ja","3","3"
"2023/03/29 8:45:17 AM OEZ","Männlich","20 - 29","Bachelorstudium","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals pro Woche","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","oft spontan","","Ja","2","Italienisch;Österreichisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","6","2","2 Tage","Bus;Zug;Straßenbahn","Freizeit","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken.","Ja","","Ja","Ja","2","3"
"2023/03/29 8:50:51 AM OEZ","Männlich","50 - 59","Pflichtschule","Baugewerbe","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","gar nicht","","","","","2 Tage","Zug","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Nein","...decken und Geld ansparen.","Ja","","Nein","Nein","3","3"
"2023/03/29 9:00:00 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Fertigung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","circa alle zwei Monate","Ja","in einer Größe","15","50","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","Miete","","","3","3"
"2023/03/29 9:01:52 AM OEZ","Männlich","50 - 59","Lehre","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Ja","1","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","gar nicht","","","","","4 Tage","Bus","Arbeit/Ausbildung","Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Nein","Ja","3","3"
"2023/03/29 9:06:47 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal pro Woche","Käse & Pikant","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch","circa alle zwei Monate","Ja","in einer Größe","50","25","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Ja","Ja","5","1"
"2023/03/29 9:17:58 AM OEZ","Weiblich","50 - 59","Pflichtschule","Dienstleistungen für Unternehmen","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","passt nicht zu Ihrer Ernährung","Nein","","Italienisch;Österreichisch;Chinesisch","circa alle zwei Monate","Ja","in einer Größe","20","5","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Ja","Ja","1","1"
"2023/03/29 9:24:17 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","2","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Ja","Ja","3","3"
"2023/03/29 9:26:07 AM OEZ","Männlich","20 - 29","Masterstudium","Software & IT-Services","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal pro Woche","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","20","5","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","Miete","","","3","3"
"2023/03/29 9:26:57 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Finanzwesen","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse & Pikant","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","0","1 Tag","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken und Geld ansparen.","Nein","WG oder Studentenheim","","","3","3"
"2023/03/29 9:33:04 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse & Pikant","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Indisch","circa alle zwei Monate","Ja","in mehreren Größen","20","15","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Nein","...decken und Geld ansparen.","Nein","","","","2","2"
"2023/03/29 9:35:04 AM OEZ","Männlich","40 - 49","Lehre","Einzelhandel","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","10","5","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Ja","Eigentum","Ja","Nein","3","3"
"2023/03/29 9:37:37 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Pikant","oft spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","5","0 Tage","","","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Nein","Ja","3","3"
"2023/03/29 9:48:10 AM OEZ","Weiblich","20 - 29","Lehre","Finanzwesen","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse & Pikant","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","20","10","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","Eigentum","","","3","2"
"2023/03/29 9:55:45 AM OEZ","Weiblich","20 - 29","Weiterführende Schule ohne Matura","Gesundheitspflege","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","2","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Ja","","Nein","Ja","3","4"
"2023/03/29 10:06:45 AM OEZ","Männlich","20 - 29","Matura/Abitur","Freizeit & Reisen","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","gar nicht","","","","","2 Tage","Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Nein","...decken und Geld ansparen.","Nein","","","","3","2"
"2023/03/29 10:08:46 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Gesundheitspflege","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse & Pikant","meistens spontan","","Ja","4","Italienisch;Österreichisch;Chinesisch;Thailändisch","circa einmal im Monat","Ja","in einer Größe","50","70","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Ja","Eigentum","Ja","Ja","3","4"
"2023/03/29 10:11:40 AM OEZ","Männlich","50 - 59","Pflichtschule","Baugewerbe","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Pikant","meistens spontan","","Nein","","Österreichisch","einmal im Jahr","Ja","in einer Größe","10","3","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Nein","Nein","2","3"
"2023/03/29 10:12:34 AM OEZ","Männlich","20 - 29","Matura/Abitur","Sonstige","Stadt","Vegetarisch (kein Fleisch und Fisch)","Ja","weniger als einmal im Monat","Käse","oft spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Nein","in einer Größe","4","0","7 Tage","Bus;Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Ja","WG oder Studentenheim","Ja","Ja","2","3"
"2023/03/29 10:20:02 AM OEZ","Männlich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse & Pikant","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Nein","in einer Größe","8","0","7 Tage","Bus;Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken.","Nein","WG oder Studentenheim","","","2","2"
"2023/03/29 10:20:25 AM OEZ","Männlich","20 - 29","Bachelorstudium","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse & Pikant","oft geplant","","Ja","4","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Ja","in einer Größe","5","0","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...nur schwer decken.","Ja","Miete","Ja","Ja","4","3"
"2023/03/29 10:24:52 AM OEZ","Männlich","20 - 29","Lehre","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal pro Woche","Käse","meistens spontan","","Nein","","Österreichisch","einmal im Jahr","Ja","in einer Größe","11","1","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Nein","...decken und Geld ansparen.","Nein","","","","5","5"
"2023/03/29 10:41:23 AM OEZ","Männlich","20 - 29","Lehre","Baugewerbe","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal pro Woche","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch","circa alle zwei Monate","Ja","in einer Größe","15","2","0 Tage","","","Firmenbus ","Nein","...decken und Geld ansparen.","Nein","","","","4","4"
"2023/03/29 10:43:03 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Software & IT-Services","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","circa alle zwei Monate","Ja","in einer Größe","15","1","5 Tage","Bus;Zug;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Nein","Ja","3","3"
"2023/03/29 10:45:04 AM OEZ","Weiblich","20 - 29","Diplomstudium","Finanzwesen","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","circa einmal im Monat","Ja","in einer Größe","40","40","5 Tage","Bus","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Ja","Ja","2","2"
"2023/03/29 10:50:57 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Software & IT-Services","Land","Vegetarisch (kein Fleisch und Fisch)","Ja","weniger als einmal im Monat","Pikant","meistens spontan","","Ja","3","Chinesisch;Mexikanisch;Indisch;Thailändisch;Japanisch, Afrikanisch, Griechisch, Vietnamesisch","speziell zu Sales und Abverkäufen","Ja","in einer Größe","5","1","3 Tage","Bus;Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...decken.","Ja","WG oder Studentenheim","Ja","Nein","2","2"
"2023/03/29 10:57:06 AM OEZ","Männlich","30 - 39","Bachelorstudium","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Pikant","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch;Arabisch","circa einmal im Monat","Ja","in einer Größe","12","2","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...nur schwer decken.","Ja","Eigentum","Ja","Ja","1","1"
"2023/03/29 11:24:53 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","1","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","WG oder Studentenheim","","","3","2"
"2023/03/29 11:30:08 AM OEZ","Weiblich","20 - 29","Weiterführende Schule ohne Matura","Dienstleistungen für Unternehmen","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","oft spontan","","Nein","","Italienisch;Österreichisch","circa einmal im Monat","Ja","in einer Größe","10","5","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...nur schwer decken.","Ja","Miete","Ja","Ja","2","3"
"2023/03/29 11:31:09 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","circa alle zwei Monate","Ja","in einer Größe","10","1","3 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Nein","...decken.","Ja","","Ja","Ja","5","3"
